2000000,6,2.931159037
2000000,7,3.204349188
2000000,8,3.084330753
2000000,9,2.904275808
2000000,10,3.047722512
2000000,11,2.972236634
2000000,12,3.05244847
2000000,13,2.934119508
2000000,14,2.831282809
2000000,15,3.012656162
2000000,16,2.937958522
2000000,17,3.015909603
2000000,18,3.085159536
2000000,19,3.058688302
2000000,20,2.902214135
2000000,21,2.939841285
2000000,22,3.043614191
2000000,23,3.033880744
2000000,24,2.95201102
2000000,25,3.067245449
2000000,26,2.986642324
2000000,27,2.843211172
2000000,28,2.889612185
2000000,29,2.900005586
2000000,30,2.962157033
